Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	The Moment - 1 Bedroom Apt In Vinhomes Central Park	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,692,101₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Cho Thuê Căn Hộ Vinhomes Central Park Ngắn Ngày 3 Phòng Ngủ	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,160,000₫/đêm 2,400,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Book căn hộ cao cấp - Vinhomes Central Park Theo Ngày 3 Phòng Ngủ	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,160,000₫/đêm 2,400,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ Saigon Royal Residence	★ Premium Studios No.901 - Netflix TV, Free Pool, Gym Center, 5 mins to CBD -【NOMADHOME Saigon Royal Suite Condotel】	2 khách · 1 Phòng ngủ · 1 phòng tắm	953,296₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Millennium Masteri	Will Sài Gòn In Millenium Masteri District 4	2 khách · 1 Phòng ngủ · 1 phòng tắm	619,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Thuê Căn Hộ Vinhomes Central Park Ngắn Ngày 3 Phòng Ngủ	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,160,000₫/đêm 2,400,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Nhà riêng	Forget Me Not Homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	POLAR BEER 3D - 3BR apartment at Vinhomes Central Park	9 khách · 3 Phòng ngủ · 2 phòng tắm	2,725,800₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Nhà riêng	P4 Private room in district 1, near Ben Thanh market & Bui Vien	2 khách · 1 Phòng ngủ · 1 phòng tắm	420,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Thảo Điền stay	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Nice and cozy apartment in Saigon CBD	3 khách · 1 Phòng ngủ · 1 phòng tắm	780,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Bùi Viện Hostel	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Căn hộ cao cấp Sunrise City 2 phòng ngủ	4 khách · 2 Phòng ngủ · 2 phòng tắm	2,383,240₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Cho Thuê Căn Hộ Dịch Vụ Vinhomes Central Park- 3 Phòng Ngủ	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,160,000₫/đêm 2,400,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Căn hộ khách sạn Landmark 81 -Căn 2 Phòng ngủ nội thất cao cấp	4 khách · 2 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Raw House - Căn Studio 42m2 Bình Thạnh	3 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Cho Thuê Căn Hộ Ngắn Hạn Luxury - 3BR Apartment - Vinhomes Central Park	8 khách · 3 Phòng ngủ · 2 phòng tắm	3,217,374₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Sunrise city 2 bedrooms - Louis's apartment	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,383,240₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Căn hộ cao cấp vinhomes golden river aqua 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	" Đặt Phòng Căn Hộ 1 Phòng Ngủ Landmark 81- Vinhomes Central Park"	3 khách · 1 Phòng ngủ · 1 phòng tắm	2,500,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Pallet House - Behind The Zoo, サービスアパート！	4 khách · 2 Phòng ngủ · 2 phòng tắm	786,469₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	10	
Căn hộ dịch vụ	1989 Home - Decor & Homestay Service - Phòng 102	2 khách · 1 Phòng ngủ · 1 phòng tắm	476,648₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Vinh Anh homestay_VA 07	3 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Landmark Riverside - Tòa Quân Cảng	THE LANDMARK 81 BUILDING, 2 BEDROOMS SIMPLE STAY IN SAI GON !	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,859,888₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	HuDu home	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,191,620₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Pi Home at The Park Residence	4 khách · 2 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Nhà Bè, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	Elegant Apartment In District 2 - Masteri Thảo Điền	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,310,782₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Nest Vinhomes Central Park 3Br L3	6 khách · 3 Phòng ngủ · 2 phòng tắm	5,958,101₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	PentHouse 2 Bedroom in Vinhomes Central Park	5 khách · 2 Phòng ngủ · 2 phòng tắm	3,200,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Saigon Q Apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	772,857₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	An Nhiên Apartment Service Near Bùi Viện Street	3 khách · 1 Phòng ngủ · 1 phòng tắm	590,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	VINHOMES CENTRAL PARK - LAZE Apartment - 2 Bedrooms Apartment LP	6 khách · 2 Phòng ngủ · 2 phòng tắm	3,000,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	CAMLY BOUTIQUE APARTMENT & HOTEL	3 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Vinhomes Central Park Minh's Apartment 1Br	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,189,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Sunrise City Alm's Luxury Apartment 2 Bed Room Full Furniture	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,383,240₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Dịch Vụ 5* ⁂ Tòa LANDMARK 81 ⁂ 2BRs w Free Park	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,160,000₫/đêm 2,400,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Nest Vinhome CentralPark 2Br Delux L1	4 khách · 2 Phòng ngủ · 2 phòng tắm	5,958,101₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Saigon Pearl	❀ Aurora APT ❀ PERFECT LOCATION & DELUXE ROOM,NICE POOL #No1	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,721₫/đêm 834,134₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	SaiGon Bed Station · #C204-Cozy Private Room garden view nr Bui Vien D1	3 khách · 1 Phòng ngủ · 1 phòng tắm	452,816₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Chung cư New City Thủ Thiêm	Dreamy Blue Colonial Style Apt w. Office near CBD	5 khách · 3 Phòng ngủ · 2 phòng tắm	1,191,620₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Tổ hợp Republic Plaza	Holiday Republic Suite Airport	2 khách · 1 Phòng ngủ · 1 phòng tắm	935,000₫/đêm 1,100,000₫	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Sunrise Cityview	Up & Down Homestay #D7-15.01 Cozy Place & Sunny	4 khách · 2 Phòng ngủ · 2 phòng tắm	3,900,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	AMUIN 1	5 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	10	
Căn hộ chung cư	Summer Taste Homestay - Blue Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Minimal's NEW SPACIOUS 2BR CONDO	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 904	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,669,229₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 2604	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,669,229₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 2904	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,669,229₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 3104	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,669,229₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 3304	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,669,229₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 3904	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,669,229₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 2604	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,074,380₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Luxury apartment-Vinhomes	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,383,240₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 3204	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,074,380₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 3404	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,646,358₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Saffron Casa - 3504	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,646,358₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The One Ho Chi Minh	Gem Apartment 11.3 - Bến Thành Tower	15 khách · 3 Phòng ngủ · 2 phòng tắm	4,620,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The One Ho Chi Minh	Gem Apartment 15.5 - Bến Thành Tower	15 khách · 3 Phòng ngủ · 2 phòng tắm	4,620,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The One Ho Chi Minh	Gem Apartment 1601- Bến Thành Tower	15 khách · 5 Phòng ngủ · 2 phòng tắm	4,620,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ River Gate	Gem Apartment B24.11 - Rivergate Residence	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,621,564₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Lancaster	Gem Penthouse 2001 - Lancaster Building	20 khách · 4 Phòng ngủ · 4 phòng tắm	8,085,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Lancaster	Gem Penthouse 2004 - Lancaster Building	20 khách · 4 Phòng ngủ · 4 phòng tắm	8,085,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Ivy House Serviced Apartment District 4 Room Line 3B (Balcony+2 beds)	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Kelly house in Vinhomes Central Park (3bedroom)	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,502,402₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Khác	P7P Apartment - Relaxing Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	595,810₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Khác	L'été Homestay - Standard Room	2 khách · 2 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Căn hộ Office Tel 49m2 gần sân bay, view công viên	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,310,782₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Vinhomes Luxury 3Brs #4901	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,200,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	AN Nguyen Trai BB near Bui Vien walking street D1	2 khách · 1 Phòng ngủ · 1 phòng tắm	729,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Căn hộ với ban công - Sen Boutique House	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,100,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Nhà riêng	Senior Deluxe Room with Balcony	2 khách · 1 Phòng ngủ · 1 phòng tắm	690,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Green House Apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,263,117₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Premier Room Next to Hoang Van Thu Park - HO 1331	2 khách · 1 Phòng ngủ · 1 phòng tắm	328,000₫/đêm 410,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	
Biệt Thự	Elite Villa cao cấp 4 phòng ngủ/Rooftop City view/ Sauna	10 khách · 4 Phòng ngủ · 4 phòng tắm	4,480,492₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	★AIRPORT★ MODERN+CONVENIENT★ FREE GYM+POOL★	3 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	2	
Căn hộ dịch vụ	SAI GON ONE HOCHIMINH	2 khách · 1 Phòng ngủ · 1 phòng tắm	825,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	URBAN HOUSE SAIGON ❤️ FREE CITY TOUR ❤️ CĂN HỘ CAO CẤP	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư	Botanic House [N2] – Relaxing in Central Saigon	2 khách · 1 Phòng ngủ · 1 phòng tắm	595,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ · Masteri Thảo Điền	The Light House - Riverview Apartment Masteri Thảo Điền	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,280,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Nhà riêng	Nature House | Homestay Thu Duc, Ho Chi Minh City, Viet Nam	3 khách · 1 Phòng ngủ · 1 phòng tắm	300,000₫/đêm 400,000₫	Thủ Đức, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	BUSINESS CITY LUXURY - Vinhomes Golden River * 2BD.2WC - GRADEN VIEW	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,421,100₫/đêm 1,579,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Xi Grand Court	OLE's House Dist 10 *2BR*1SB** Inf Pool** View Phu Tho Stadium	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,300,000₫/đêm	Quận 10, Hồ Chí Minh, Vietnam	3	
Căn hộ chung cư · Căn hộ Saigon Royal Residence	DREAM HOUSE - Luxury Apartment on Royal 22	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,859,888₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Miehouse Nguyễn Trãi _ Executive Suite	3 khách · 1 Phòng ngủ · 1 phòng tắm	610,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Palazzo Apartment - CĂN HỘ CHO BẠN VÀ GIA ĐÌNH BẠN	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Botanica Premier	Studio 3pax 3mins to Airport free pool gym 416A	3 khách · 1 Phòng ngủ · 1 phòng tắm	765,000₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	
Nhà riêng	The Elysian Suites Studio near the Airport	2 khách · 1 Phòng ngủ · 1 phòng tắm	320,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ Studio	PRIVATE loft apartment-BEN THANH-PHAM NGU LAO	1 khách · 1 Phòng ngủ · 1 phòng tắm	310,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Studio Room Melia 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	470,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Ruby Home 3 Serviced Apartments 701	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,191,620₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Nhà riêng	QMQ HOMESTAY #5	2 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	Luxury Apartment - Masteri Thao Dien #2	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,358,447₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	*HOT* KM 15% CĂN HỘ 1PN NGAY TRUNG TÂM SAI GÒN	2 khách · 1 Phòng ngủ · 1 phòng tắm	648,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	LuxHomeSaigon☆FreeGYM&Pool	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Biệt Thự	CBD HOME De Villa - Indochine room	2 khách · 1 Phòng ngủ · 1 phòng tắm	643,475₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	3AE APARTMENT	3 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	Halo Hola - Masteri Thao Dien #2	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Arrow Homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	571,978₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Lovely - 2 Bedrooms Apartment In Vinhomes Central Park	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,906,592₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	The Messy Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ River Gate	XI HOUSE RIVERGATE 1805 – FREE GYM/POOL	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,350,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	1BR/HCMC/Vinhomes Central Park/Vivian Homestay	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,178,100₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Nhà riêng	Căn hộ 2 phòng ngủ cho nhóm 4 người ở Quận 1 | 5 phút đến phố đi bộ Bùi Viện	4 khách · 2 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	2	
Căn hộ chung cư · Star Hill	Phu My Hung/LUXURIOUS Condo*FREE POOL*2 BR	5 khách · 2 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	4	
Căn hộ Studio	The Cosiana 2 - Studio tại trung tâm quận 1, thiết kế tối giản, đối diện chợ Bến Thành	6 khách · 2 Phòng ngủ · 1 phòng tắm	690,000₫/đêm 750,000₫	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Cozrum Homes ✯ 1BR Stunning Studio @Japanese Town	2 khách · 1 Phòng ngủ · 1 phòng tắm	442,000₫/đêm 650,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Family & Friends home stay. 5' walking to airport	2 khách · 1 Phòng ngủ · 1 phòng tắm	385,000₫/đêm 550,000₫	Tân Bình, Hồ Chí Minh, Vietnam	
Nhà riêng	full light & comfy room. 5' walking to airport	2 khách · 1 Phòng ngủ · 1 phòng tắm	385,000₫/đêm 550,000₫	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Clara Retro	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,100,500₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Homes ✯ 1BR Business Lounge @Tokyo Corner	2 khách · 1 Phòng ngủ · 1 phòng tắm	374,000₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	City Centre Private Room @TheDowntownHomestay	4 khách · 1 Phòng ngủ · 1 phòng tắm	500,480₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Sunshine	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,050,500₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Khác	The Dorm Saigon - 1-Bunk room #208	2 khách · 1 Phòng ngủ · 2 phòng tắm	750,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Golden River Ba Son	ROOFTOP 48th floor New100% 1BR VinHome GoldenRiver	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,120,123₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Cozy Room || Beautiful Roof Top || near Center- HO 1181	2 khách · 1 Phòng ngủ · 1 phòng tắm	328,000₫/đêm 410,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Căn Hộ Xanh Có Ban Công và Bếp - HO 2019	2 khách · 1 Phòng ngủ · 1 phòng tắm	552,000₫/đêm 690,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Spacious Apartment || Full Kitchen || Near Airport - HO 1306	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm 500,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	RedDoorz Cozy Private Apartment, Phu Nhuan Dist - HO 2019	2 khách · 1 Phòng ngủ · 1 phòng tắm	552,000₫/đêm 690,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	
